eeid,project_id,skill_match,tenure_score,availability_score,weighted_score,outcome_label
E00276,PRJ-008,0.3333,1.0,0.5,0.5667,1
E00276,PRJ-005,0.25,1.0,0.5,0.525,0
E01687,PRJ-013,0.0,1.0,0.5,0.4,0
E01687,PRJ-011,0.0,1.0,0.5,0.4,0
E01687,PRJ-002,0.0,1.0,0.5,0.4,0
E01687,PRJ-019,0.3333,1.0,0.5,0.5667,1
E02844,PRJ-007,0.0,1.0,1.0,0.5,1
E02844,PRJ-001,0.0,1.0,1.0,0.5,1
E02844,PRJ-015,0.0,1.0,1.0,0.5,1
E02844,PRJ-013,0.0,1.0,1.0,0.5,0
E01263,PRJ-018,0.25,1.0,1.0,0.625,1
E01263,PRJ-011,0.3333,1.0,1.0,0.6667,1
E01263,PRJ-003,0.25,1.0,1.0,0.625,0
E01263,PRJ-007,0.25,1.0,1.0,0.625,1
E00119,PRJ-003,0.25,0.6,0.5,0.405,1
E00119,PRJ-016,0.0,0.6,0.5,0.28,1
E00119,PRJ-011,0.0,0.6,0.5,0.28,1
E00119,PRJ-006,0.0,0.6,0.5,0.28,1
E03935,PRJ-007,0.25,1.0,0.5,0.525,0
E03935,PRJ-010,0.0,1.0,0.5,0.4,1
E03935,PRJ-017,0.0,1.0,0.5,0.4,0
E03935,PRJ-004,0.0,1.0,0.5,0.4,1
E00742,PRJ-005,0.0,1.0,0.0,0.3,0
E00742,PRJ-001,0.0,1.0,0.0,0.3,0
E00742,PRJ-007,0.0,1.0,0.0,0.3,0
E00742,PRJ-009,0.0,1.0,0.0,0.3,0
E02810,PRJ-013,0.0,1.0,1.0,0.5,1
E02810,PRJ-011,0.6667,1.0,1.0,0.8333,1
E02810,PRJ-006,0.0,1.0,1.0,0.5,1
E02810,PRJ-002,0.0,1.0,1.0,0.5,0
E01860,PRJ-001,0.0,1.0,1.0,0.5,0
E01860,PRJ-020,0.0,1.0,1.0,0.5,1
E01860,PRJ-011,0.0,1.0,1.0,0.5,1
E01860,PRJ-018,0.0,1.0,1.0,0.5,0
E04890,PRJ-003,0.0,1.0,0.0,0.3,0
E04890,PRJ-012,0.0,1.0,0.0,0.3,1
E04890,PRJ-019,0.0,1.0,0.0,0.3,1
E04890,PRJ-014,0.0,1.0,0.0,0.3,0
E02285,PRJ-016,0.0,1.0,0.0,0.3,0
E02285,PRJ-002,0.0,1.0,0.0,0.3,0
E02285,PRJ-010,0.0,1.0,0.0,0.3,1
E02285,PRJ-015,0.0,1.0,0.0,0.3,0
E00842,PRJ-012,0.0,1.0,1.0,0.5,1
E00842,PRJ-005,0.0,1.0,1.0,0.5,1
E00842,PRJ-008,0.0,1.0,1.0,0.5,1
E00842,PRJ-013,0.0,1.0,1.0,0.5,1
E01271,PRJ-020,0.0,0.9,0.5,0.37,0
E01271,PRJ-012,0.0,0.9,0.5,0.37,0
E01271,PRJ-005,0.25,0.9,0.5,0.495,0
E01271,PRJ-006,0.25,0.9,0.5,0.495,0
E01921,PRJ-007,0.0,1.0,1.0,0.5,1
E01921,PRJ-012,0.0,1.0,1.0,0.5,1
E01921,PRJ-013,0.3333,1.0,1.0,0.6667,1
E01921,PRJ-015,0.25,1.0,1.0,0.625,0
E03664,PRJ-012,0.5,1.0,0.5,0.65,0
E03664,PRJ-002,0.0,1.0,0.5,0.4,0
E03664,PRJ-008,0.0,1.0,0.5,0.4,1
E03664,PRJ-013,0.0,1.0,0.5,0.4,1
E00813,PRJ-008,0.3333,0.8,0.0,0.4067,1
E00813,PRJ-012,0.0,0.8,0.0,0.24,0
E00813,PRJ-007,0.25,0.8,0.0,0.365,1
E00813,PRJ-011,0.0,0.8,0.0,0.24,0
E00870,PRJ-009,0.0,1.0,1.0,0.5,0
E00870,PRJ-005,0.0,1.0,1.0,0.5,1
E00870,PRJ-010,0.3333,1.0,1.0,0.6667,0
E00870,PRJ-018,0.25,1.0,1.0,0.625,1
E04167,PRJ-002,0.0,1.0,0.0,0.3,1
E04167,PRJ-007,0.0,1.0,0.0,0.3,0
E04167,PRJ-012,0.0,1.0,0.0,0.3,1
E04167,PRJ-020,0.0,1.0,0.0,0.3,1
E00245,PRJ-001,0.0,1.0,1.0,0.5,0
E00245,PRJ-005,0.0,1.0,1.0,0.5,1
E00245,PRJ-010,0.3333,1.0,1.0,0.6667,0
E00245,PRJ-019,0.0,1.0,1.0,0.5,0
E00976,PRJ-013,0.0,1.0,0.0,0.3,1
E00976,PRJ-011,0.0,1.0,0.0,0.3,1
E00976,PRJ-002,0.25,1.0,0.0,0.425,0
E00976,PRJ-008,0.0,1.0,0.0,0.3,0
E04112,PRJ-002,0.0,0.8,1.0,0.44,1
E04112,PRJ-011,0.0,0.8,1.0,0.44,1
E04112,PRJ-003,0.75,0.8,1.0,0.815,1
E04112,PRJ-004,0.0,0.8,1.0,0.44,0
E01807,PRJ-017,0.3333,0.8,0.0,0.4067,1
E01807,PRJ-004,0.0,0.8,0.0,0.24,0
E01807,PRJ-020,0.0,0.8,0.0,0.24,1
E01807,PRJ-012,0.5,0.8,0.0,0.49,1
E04103,PRJ-006,0.0,0.5,0.5,0.25,0
E04103,PRJ-001,0.0,0.5,0.5,0.25,0
E04103,PRJ-009,0.0,0.5,0.5,0.25,1
E04103,PRJ-018,0.0,0.5,0.5,0.25,0
E01412,PRJ-015,0.0,1.0,1.0,0.5,0
E01412,PRJ-018,0.0,1.0,1.0,0.5,0
E01412,PRJ-010,0.3333,1.0,1.0,0.6667,1
E01412,PRJ-011,0.0,1.0,1.0,0.5,0
E04386,PRJ-013,0.0,1.0,0.5,0.4,1
E04386,PRJ-020,0.0,1.0,0.5,0.4,0
E04386,PRJ-014,0.0,1.0,0.5,0.4,0
E04386,PRJ-005,0.0,1.0,0.5,0.4,0
E01232,PRJ-007,0.0,0.7,1.0,0.41,0
E01232,PRJ-004,0.0,0.7,1.0,0.41,1
E01232,PRJ-003,0.0,0.7,1.0,0.41,0
E01232,PRJ-002,0.0,0.7,1.0,0.41,0
E04572,PRJ-001,0.0,1.0,0.5,0.4,0
E04572,PRJ-016,0.0,1.0,0.5,0.4,0
E04572,PRJ-019,0.3333,1.0,0.5,0.5667,1
E04572,PRJ-017,0.0,1.0,0.5,0.4,1
E02747,PRJ-017,0.0,0.6,1.0,0.38,1
E02747,PRJ-009,0.0,0.6,1.0,0.38,0
E02747,PRJ-011,0.0,0.6,1.0,0.38,0
E02747,PRJ-003,0.75,0.6,1.0,0.755,1
E01064,PRJ-017,0.0,0.9,1.0,0.47,0
E01064,PRJ-019,0.0,0.9,1.0,0.47,1
E01064,PRJ-016,0.0,0.9,1.0,0.47,1
E01064,PRJ-008,0.0,0.9,1.0,0.47,0
E00178,PRJ-005,0.0,0.7,0.5,0.31,0
E00178,PRJ-015,0.0,0.7,0.5,0.31,1
E00178,PRJ-006,0.25,0.7,0.5,0.435,0
E00178,PRJ-002,0.0,0.7,0.5,0.31,1
E01091,PRJ-017,0.0,1.0,1.0,0.5,1
E01091,PRJ-020,0.0,1.0,1.0,0.5,0
E01091,PRJ-010,0.0,1.0,1.0,0.5,0
E01091,PRJ-015,0.0,1.0,1.0,0.5,1
E01525,PRJ-017,0.3333,0.9,1.0,0.6367,1
E01525,PRJ-005,0.25,0.9,1.0,0.595,1
E01525,PRJ-001,0.0,0.9,1.0,0.47,1
E01525,PRJ-019,0.0,0.9,1.0,0.47,1
E01309,PRJ-019,0.0,1.0,1.0,0.5,0
E01309,PRJ-009,0.0,1.0,1.0,0.5,1
E01309,PRJ-002,0.0,1.0,1.0,0.5,0
E01309,PRJ-006,0.0,1.0,1.0,0.5,1
E02378,PRJ-003,0.25,1.0,1.0,0.625,0
E02378,PRJ-007,0.25,1.0,1.0,0.625,0
E02378,PRJ-005,0.0,1.0,1.0,0.5,1
E02378,PRJ-014,0.0,1.0,1.0,0.5,0
E04127,PRJ-014,0.0,1.0,0.0,0.3,1
E04127,PRJ-020,0.0,1.0,0.0,0.3,0
E04127,PRJ-009,0.0,1.0,0.0,0.3,1
E04127,PRJ-012,0.25,1.0,0.0,0.425,1
E02072,PRJ-007,0.0,0.5,0.5,0.25,0
E02072,PRJ-011,0.0,0.5,0.5,0.25,0
E02072,PRJ-003,0.0,0.5,0.5,0.25,1
E02072,PRJ-018,0.25,0.5,0.5,0.375,0
E02555,PRJ-015,0.0,1.0,1.0,0.5,1
E02555,PRJ-020,0.0,1.0,1.0,0.5,1
E02555,PRJ-014,0.0,1.0,1.0,0.5,1
E02555,PRJ-018,0.0,1.0,1.0,0.5,1
E00187,PRJ-007,0.0,1.0,1.0,0.5,1
E00187,PRJ-013,0.0,1.0,1.0,0.5,1
E00187,PRJ-018,0.25,1.0,1.0,0.625,0
E00187,PRJ-002,0.0,1.0,1.0,0.5,0
E04332,PRJ-001,0.25,1.0,0.0,0.425,1
E04332,PRJ-004,0.25,1.0,0.0,0.425,0
E04332,PRJ-016,0.25,1.0,0.0,0.425,0
E04332,PRJ-003,0.25,1.0,0.0,0.425,1
E02062,PRJ-014,0.0,1.0,0.0,0.3,1
E02062,PRJ-019,0.0,1.0,0.0,0.3,0
E02062,PRJ-005,0.0,1.0,0.0,0.3,0
E02062,PRJ-020,0.0,1.0,0.0,0.3,1
E00034,PRJ-009,0.25,1.0,1.0,0.625,1
E00034,PRJ-003,0.0,1.0,1.0,0.5,1
E00034,PRJ-011,0.0,1.0,1.0,0.5,1
E00034,PRJ-013,0.6667,1.0,1.0,0.8333,0
E00273,PRJ-014,0.0,1.0,0.5,0.4,0
E00273,PRJ-018,0.0,1.0,0.5,0.4,1
E00273,PRJ-009,0.0,1.0,0.5,0.4,0
E00273,PRJ-010,0.0,1.0,0.5,0.4,1
E00691,PRJ-011,0.0,1.0,1.0,0.5,1
E00691,PRJ-007,0.0,1.0,1.0,0.5,0
E00691,PRJ-015,0.0,1.0,1.0,0.5,1
E00691,PRJ-002,0.0,1.0,1.0,0.5,1
E01403,PRJ-007,0.0,0.6,0.5,0.28,0
E01403,PRJ-020,0.0,0.6,0.5,0.28,1
E01403,PRJ-015,0.0,0.6,0.5,0.28,1
E01403,PRJ-013,0.0,0.6,0.5,0.28,0
E03438,PRJ-003,0.25,0.6,0.5,0.405,0
E03438,PRJ-016,0.0,0.6,0.5,0.28,0
E03438,PRJ-006,0.0,0.6,0.5,0.28,0
E03438,PRJ-001,0.0,0.6,0.5,0.28,0
E04136,PRJ-006,0.25,0.9,0.5,0.495,0
E04136,PRJ-005,0.0,0.9,0.5,0.37,0
E04136,PRJ-007,0.0,0.9,0.5,0.37,0
E04136,PRJ-017,0.0,0.9,0.5,0.37,0
E02944,PRJ-014,0.0,1.0,0.5,0.4,1
E02944,PRJ-005,0.0,1.0,0.5,0.4,1
E02944,PRJ-002,0.0,1.0,0.5,0.4,0
E02944,PRJ-019,0.0,1.0,0.5,0.4,1
E03300,PRJ-009,0.0,1.0,0.0,0.3,0
E03300,PRJ-011,0.0,1.0,0.0,0.3,1
E03300,PRJ-018,0.0,1.0,0.0,0.3,0
E03300,PRJ-007,0.0,1.0,0.0,0.3,1
E00078,PRJ-018,0.0,0.5,0.5,0.25,0
E00078,PRJ-003,0.0,0.5,0.5,0.25,0
E00078,PRJ-007,0.0,0.5,0.5,0.25,0
E00078,PRJ-015,0.0,0.5,0.5,0.25,1
E00825,PRJ-017,0.3333,1.0,1.0,0.6667,0
E00825,PRJ-020,0.0,1.0,1.0,0.5,0
E00825,PRJ-003,0.0,1.0,1.0,0.5,1
E00825,PRJ-010,0.3333,1.0,1.0,0.6667,1
E04972,PRJ-019,0.3333,0.6,1.0,0.5467,0
E04972,PRJ-018,0.75,0.6,1.0,0.755,1
E04972,PRJ-003,0.75,0.6,1.0,0.755,1
E04972,PRJ-007,0.0,0.6,1.0,0.38,1
E03941,PRJ-001,0.0,1.0,0.5,0.4,1
E03941,PRJ-012,0.0,1.0,0.5,0.4,0
E03941,PRJ-007,0.0,1.0,0.5,0.4,1
E03941,PRJ-005,0.0,1.0,0.5,0.4,0
E02148,PRJ-010,0.0,1.0,1.0,0.5,0
E02148,PRJ-003,0.25,1.0,1.0,0.625,1
E02148,PRJ-018,0.0,1.0,1.0,0.5,0
E02148,PRJ-015,0.0,1.0,1.0,0.5,1
E02252,PRJ-005,0.25,0.5,0.5,0.375,1
E02252,PRJ-014,0.0,0.5,0.5,0.25,1
E02252,PRJ-012,0.0,0.5,0.5,0.25,0
E02252,PRJ-003,0.0,0.5,0.5,0.25,0
E03096,PRJ-016,0.0,1.0,0.0,0.3,1
E03096,PRJ-010,0.0,1.0,0.0,0.3,0
E03096,PRJ-005,0.0,1.0,0.0,0.3,0
E03096,PRJ-009,0.0,1.0,0.0,0.3,1
E04800,PRJ-018,0.0,1.0,0.0,0.3,0
E04800,PRJ-002,0.0,1.0,0.0,0.3,1
E04800,PRJ-017,0.6667,1.0,0.0,0.6333,0
E04800,PRJ-009,0.0,1.0,0.0,0.3,0
E02838,PRJ-004,0.0,1.0,1.0,0.5,0
E02838,PRJ-001,0.25,1.0,1.0,0.625,0
E02838,PRJ-020,0.0,1.0,1.0,0.5,1
E02838,PRJ-002,0.25,1.0,1.0,0.625,1
E02980,PRJ-001,0.0,1.0,1.0,0.5,1
E02980,PRJ-014,0.0,1.0,1.0,0.5,0
E02980,PRJ-013,0.0,1.0,1.0,0.5,0
E02980,PRJ-017,0.0,1.0,1.0,0.5,1
E04477,PRJ-002,0.0,0.5,0.0,0.15,0
E04477,PRJ-008,0.3333,0.5,0.0,0.3167,0
E04477,PRJ-003,0.0,0.5,0.0,0.15,0
E04477,PRJ-011,0.3333,0.5,0.0,0.3167,0
E04348,PRJ-006,0.0,0.5,1.0,0.35,0
E04348,PRJ-001,0.25,0.5,1.0,0.475,1
E04348,PRJ-011,0.0,0.5,1.0,0.35,0
E04348,PRJ-014,0.3333,0.5,1.0,0.5167,0
E01638,PRJ-007,0.25,1.0,0.5,0.525,1
E01638,PRJ-020,0.3333,1.0,0.5,0.5667,0
E01638,PRJ-008,0.0,1.0,0.5,0.4,1
E01638,PRJ-011,0.6667,1.0,0.5,0.7333,1
E03419,PRJ-020,0.0,1.0,1.0,0.5,1
E03419,PRJ-003,0.0,1.0,1.0,0.5,0
E03419,PRJ-007,0.0,1.0,1.0,0.5,0
E03419,PRJ-002,0.0,1.0,1.0,0.5,0
E04222,PRJ-016,0.25,1.0,1.0,0.625,0
E04222,PRJ-005,0.0,1.0,1.0,0.5,0
E04222,PRJ-009,0.0,1.0,1.0,0.5,0
E04222,PRJ-010,0.0,1.0,1.0,0.5,0
E04126,PRJ-017,0.6667,0.6,1.0,0.7133,1
E04126,PRJ-010,0.0,0.6,1.0,0.38,0
E04126,PRJ-018,0.0,0.6,1.0,0.38,0
E04126,PRJ-004,0.0,0.6,1.0,0.38,0
E01896,PRJ-016,0.0,0.6,1.0,0.38,0
E01896,PRJ-019,0.0,0.6,1.0,0.38,0
E01896,PRJ-002,0.0,0.6,1.0,0.38,0
E01896,PRJ-013,0.0,0.6,1.0,0.38,1
E03018,PRJ-011,0.3333,0.9,1.0,0.6367,0
E03018,PRJ-014,0.3333,0.9,1.0,0.6367,0
E03018,PRJ-010,0.0,0.9,1.0,0.47,1
E03018,PRJ-001,0.25,0.9,1.0,0.595,1
E03325,PRJ-018,0.0,1.0,1.0,0.5,1
E03325,PRJ-007,0.0,1.0,1.0,0.5,1
E03325,PRJ-003,0.0,1.0,1.0,0.5,0
E03325,PRJ-012,0.0,1.0,1.0,0.5,1
E04037,PRJ-018,0.0,1.0,0.5,0.4,0
E04037,PRJ-008,0.0,1.0,0.5,0.4,1
E04037,PRJ-004,0.0,1.0,0.5,0.4,0
E04037,PRJ-007,0.25,1.0,0.5,0.525,1
E01902,PRJ-020,0.3333,1.0,1.0,0.6667,0
E01902,PRJ-013,0.0,1.0,1.0,0.5,1
E01902,PRJ-010,0.0,1.0,1.0,0.5,1
E01902,PRJ-016,0.25,1.0,1.0,0.625,1
E01466,PRJ-006,0.0,0.5,1.0,0.35,0
E01466,PRJ-004,0.0,0.5,1.0,0.35,0
E01466,PRJ-008,0.6667,0.5,1.0,0.6833,1
E01466,PRJ-015,0.0,0.5,1.0,0.35,0
E02038,PRJ-005,0.25,1.0,0.5,0.525,1
E02038,PRJ-009,0.0,1.0,0.5,0.4,1
E02038,PRJ-014,0.0,1.0,0.5,0.4,0
E02038,PRJ-003,0.0,1.0,0.5,0.4,0
E03474,PRJ-002,0.0,1.0,0.0,0.3,0
E03474,PRJ-016,0.0,1.0,0.0,0.3,0
E03474,PRJ-019,0.3333,1.0,0.0,0.4667,1
E03474,PRJ-012,0.0,1.0,0.0,0.3,0
E02744,PRJ-005,0.0,1.0,1.0,0.5,0
E02744,PRJ-015,0.0,1.0,1.0,0.5,1
E02744,PRJ-002,0.0,1.0,1.0,0.5,1
E02744,PRJ-011,0.0,1.0,1.0,0.5,0
E00702,PRJ-006,0.0,1.0,1.0,0.5,1
E00702,PRJ-019,0.0,1.0,1.0,0.5,0
E00702,PRJ-009,0.0,1.0,1.0,0.5,0
E00702,PRJ-008,0.3333,1.0,1.0,0.6667,1
E03081,PRJ-012,0.0,1.0,0.0,0.3,1
E03081,PRJ-009,0.25,1.0,0.0,0.425,0
E03081,PRJ-011,0.0,1.0,0.0,0.3,0
E03081,PRJ-006,0.0,1.0,0.0,0.3,1
E01281,PRJ-010,0.0,1.0,0.5,0.4,0
E01281,PRJ-017,0.0,1.0,0.5,0.4,0
E01281,PRJ-006,0.0,1.0,0.5,0.4,0
E01281,PRJ-020,0.0,1.0,0.5,0.4,0
E04029,PRJ-016,0.0,1.0,1.0,0.5,0
E04029,PRJ-007,0.0,1.0,1.0,0.5,1
E04029,PRJ-011,0.3333,1.0,1.0,0.6667,1
E04029,PRJ-015,0.25,1.0,1.0,0.625,0
E01116,PRJ-020,0.3333,1.0,0.0,0.4667,0
E01116,PRJ-015,0.0,1.0,0.0,0.3,0
E01116,PRJ-017,0.0,1.0,0.0,0.3,0
E01116,PRJ-014,0.0,1.0,0.0,0.3,0
E01753,PRJ-003,0.0,0.8,1.0,0.44,0
E01753,PRJ-009,0.0,0.8,1.0,0.44,0
E01753,PRJ-013,0.0,0.8,1.0,0.44,1
E01753,PRJ-012,0.25,0.8,1.0,0.565,1
E04072,PRJ-019,0.0,0.8,0.0,0.24,1
E04072,PRJ-010,0.0,0.8,0.0,0.24,0
E04072,PRJ-012,0.0,0.8,0.0,0.24,0
E04072,PRJ-018,0.0,0.8,0.0,0.24,0
E00672,PRJ-004,0.25,1.0,1.0,0.625,1
E00672,PRJ-010,0.3333,1.0,1.0,0.6667,0
E00672,PRJ-006,0.0,1.0,1.0,0.5,0
E00672,PRJ-018,0.5,1.0,1.0,0.75,1
E04419,PRJ-013,0.0,1.0,0.5,0.4,1
E04419,PRJ-016,0.25,1.0,0.5,0.525,0
E04419,PRJ-011,0.0,1.0,0.5,0.4,0
E04419,PRJ-012,0.0,1.0,0.5,0.4,1
E00467,PRJ-003,0.25,1.0,0.5,0.525,1
E00467,PRJ-014,0.0,1.0,0.5,0.4,0
E00467,PRJ-020,0.0,1.0,0.5,0.4,0
E00467,PRJ-017,0.0,1.0,0.5,0.4,0
E00365,PRJ-005,0.0,0.6,1.0,0.38,0
E00365,PRJ-020,0.0,0.6,1.0,0.38,0
E00365,PRJ-008,0.3333,0.6,1.0,0.5467,0
E00365,PRJ-018,0.0,0.6,1.0,0.38,1
E00306,PRJ-013,0.0,0.7,0.5,0.31,1
E00306,PRJ-009,0.0,0.7,0.5,0.31,1
E00306,PRJ-003,0.5,0.7,0.5,0.56,0
E00306,PRJ-017,0.0,0.7,0.5,0.31,0
E03292,PRJ-017,0.0,0.8,1.0,0.44,0
E03292,PRJ-003,0.25,0.8,1.0,0.565,1
E03292,PRJ-004,0.0,0.8,1.0,0.44,0
E03292,PRJ-011,0.0,0.8,1.0,0.44,0
E04779,PRJ-002,0.0,1.0,0.0,0.3,0
E04779,PRJ-020,0.0,1.0,0.0,0.3,1
E04779,PRJ-018,0.0,1.0,0.0,0.3,0
E04779,PRJ-015,0.0,1.0,0.0,0.3,0
E00501,PRJ-007,0.0,1.0,0.0,0.3,0
E00501,PRJ-010,0.0,1.0,0.0,0.3,1
E00501,PRJ-018,0.25,1.0,0.0,0.425,0
E00501,PRJ-001,0.0,1.0,0.0,0.3,1
E01132,PRJ-004,0.0,1.0,0.0,0.3,0
E01132,PRJ-013,0.0,1.0,0.0,0.3,0
E01132,PRJ-019,0.0,1.0,0.0,0.3,0
E01132,PRJ-017,0.0,1.0,0.0,0.3,0
E00556,PRJ-009,0.0,0.9,1.0,0.47,0
E00556,PRJ-003,0.0,0.9,1.0,0.47,1
E00556,PRJ-016,0.0,0.9,1.0,0.47,1
E00556,PRJ-005,0.0,0.9,1.0,0.47,1
E00311,PRJ-007,0.0,1.0,0.0,0.3,0
E00311,PRJ-003,0.0,1.0,0.0,0.3,1
E00311,PRJ-017,0.0,1.0,0.0,0.3,0
E00311,PRJ-001,0.0,1.0,0.0,0.3,0
E04567,PRJ-001,0.0,0.7,0.0,0.21,0
E04567,PRJ-020,0.0,0.7,0.0,0.21,0
E04567,PRJ-003,0.75,0.7,0.0,0.585,1
E04567,PRJ-012,0.0,0.7,0.0,0.21,0
E04378,PRJ-011,0.0,1.0,0.5,0.4,1
E04378,PRJ-012,0.0,1.0,0.5,0.4,0
E04378,PRJ-010,0.3333,1.0,0.5,0.5667,1
E04378,PRJ-004,0.25,1.0,0.5,0.525,1
E03251,PRJ-005,0.0,0.8,0.5,0.34,0
E03251,PRJ-012,0.0,0.8,0.5,0.34,0
E03251,PRJ-016,0.0,0.8,0.5,0.34,1
E03251,PRJ-018,0.0,0.8,0.5,0.34,0
E03167,PRJ-017,0.0,1.0,0.5,0.4,0
E03167,PRJ-013,0.0,1.0,0.5,0.4,0
E03167,PRJ-007,0.25,1.0,0.5,0.525,1
E03167,PRJ-012,0.0,1.0,0.5,0.4,0
E03347,PRJ-013,0.0,0.9,1.0,0.47,0
E03347,PRJ-006,0.0,0.9,1.0,0.47,0
E03347,PRJ-014,0.0,0.9,1.0,0.47,0
E03347,PRJ-005,0.0,0.9,1.0,0.47,1
E03908,PRJ-002,0.25,1.0,0.0,0.425,0
E03908,PRJ-007,0.0,1.0,0.0,0.3,0
E03908,PRJ-018,0.25,1.0,0.0,0.425,1
E03908,PRJ-003,0.25,1.0,0.0,0.425,0
E01351,PRJ-012,0.0,0.6,0.0,0.18,0
E01351,PRJ-013,0.0,0.6,0.0,0.18,0
E01351,PRJ-004,0.0,0.6,0.0,0.18,0
E01351,PRJ-018,0.5,0.6,0.0,0.43,0
E02681,PRJ-003,0.5,0.5,0.5,0.5,0
E02681,PRJ-019,0.0,0.5,0.5,0.25,0
E02681,PRJ-002,0.0,0.5,0.5,0.25,0
E02681,PRJ-016,0.0,0.5,0.5,0.25,0
E03807,PRJ-004,0.25,1.0,1.0,0.625,0
E03807,PRJ-016,0.25,1.0,1.0,0.625,1
E03807,PRJ-013,0.6667,1.0,1.0,0.8333,1
E03807,PRJ-003,0.5,1.0,1.0,0.75,0
E00422,PRJ-002,0.0,1.0,1.0,0.5,1
E00422,PRJ-008,0.0,1.0,1.0,0.5,1
E00422,PRJ-004,0.25,1.0,1.0,0.625,1
E00422,PRJ-007,0.25,1.0,1.0,0.625,0
E00265,PRJ-019,0.0,1.0,0.0,0.3,0
E00265,PRJ-014,0.3333,1.0,0.0,0.4667,1
E00265,PRJ-009,0.0,1.0,0.0,0.3,1
E00265,PRJ-002,0.0,1.0,0.0,0.3,0
E04601,PRJ-006,0.25,1.0,0.5,0.525,0
E04601,PRJ-017,0.0,1.0,0.5,0.4,0
E04601,PRJ-011,0.6667,1.0,0.5,0.7333,1
E04601,PRJ-004,0.0,1.0,0.5,0.4,1
E04816,PRJ-018,0.5,0.9,0.5,0.62,1
E04816,PRJ-020,0.0,0.9,0.5,0.37,0
E04816,PRJ-003,0.25,0.9,0.5,0.495,1
E04816,PRJ-002,0.0,0.9,0.5,0.37,0
E02147,PRJ-015,0.0,1.0,1.0,0.5,0
E02147,PRJ-007,0.25,1.0,1.0,0.625,1
E02147,PRJ-004,0.0,1.0,1.0,0.5,1
E02147,PRJ-019,0.0,1.0,1.0,0.5,1
E02914,PRJ-004,0.0,1.0,1.0,0.5,1
E02914,PRJ-003,0.25,1.0,1.0,0.625,1
E02914,PRJ-012,0.25,1.0,1.0,0.625,1
E02914,PRJ-009,0.25,1.0,1.0,0.625,1
E03268,PRJ-004,0.25,1.0,1.0,0.625,0
E03268,PRJ-007,0.5,1.0,1.0,0.75,1
E03268,PRJ-017,0.0,1.0,1.0,0.5,0
E03268,PRJ-013,0.0,1.0,1.0,0.5,0
E03972,PRJ-002,0.0,1.0,1.0,0.5,0
E03972,PRJ-001,0.0,1.0,1.0,0.5,1
E03972,PRJ-005,0.0,1.0,1.0,0.5,0
E03972,PRJ-014,0.0,1.0,1.0,0.5,0
E02189,PRJ-001,0.0,0.8,0.0,0.24,0
E02189,PRJ-011,0.3333,0.8,0.0,0.4067,0
E02189,PRJ-013,0.0,0.8,0.0,0.24,0
E02189,PRJ-004,0.0,0.8,0.0,0.24,0
E04290,PRJ-011,0.0,0.5,1.0,0.35,1
E04290,PRJ-009,0.0,0.5,1.0,0.35,0
E04290,PRJ-008,0.0,0.5,1.0,0.35,0
E04290,PRJ-001,0.0,0.5,1.0,0.35,0
E03630,PRJ-011,0.0,1.0,0.5,0.4,1
E03630,PRJ-003,0.0,1.0,0.5,0.4,0
E03630,PRJ-018,0.0,1.0,0.5,0.4,0
E03630,PRJ-006,0.0,1.0,0.5,0.4,1
E00432,PRJ-017,0.0,1.0,0.5,0.4,0
E00432,PRJ-002,0.0,1.0,0.5,0.4,0
E00432,PRJ-018,0.0,1.0,0.5,0.4,1
E00432,PRJ-008,0.0,1.0,0.5,0.4,1
E03045,PRJ-001,0.0,1.0,1.0,0.5,1
E03045,PRJ-009,0.25,1.0,1.0,0.625,0
E03045,PRJ-014,0.0,1.0,1.0,0.5,0
E03045,PRJ-004,0.25,1.0,1.0,0.625,1
E01924,PRJ-009,0.0,1.0,0.5,0.4,0
E01924,PRJ-001,0.0,1.0,0.5,0.4,0
E01924,PRJ-003,0.0,1.0,0.5,0.4,1
E01924,PRJ-007,0.0,1.0,0.5,0.4,1
E04877,PRJ-003,0.0,1.0,0.0,0.3,0
E04877,PRJ-020,0.0,1.0,0.0,0.3,0
E04877,PRJ-019,0.0,1.0,0.0,0.3,0
E04877,PRJ-001,0.0,1.0,0.0,0.3,0
E02770,PRJ-015,0.0,0.7,1.0,0.41,0
E02770,PRJ-006,0.25,0.7,1.0,0.535,1
E02770,PRJ-004,0.0,0.7,1.0,0.41,0
E02770,PRJ-009,0.0,0.7,1.0,0.41,1
E04590,PRJ-007,0.0,1.0,0.0,0.3,1
E04590,PRJ-001,0.0,1.0,0.0,0.3,1
E04590,PRJ-013,0.0,1.0,0.0,0.3,1
E04590,PRJ-008,0.0,1.0,0.0,0.3,1
E01977,PRJ-019,0.0,1.0,0.5,0.4,0
E01977,PRJ-010,0.0,1.0,0.5,0.4,1
E01977,PRJ-009,0.0,1.0,0.5,0.4,0
E01977,PRJ-006,0.0,1.0,0.5,0.4,1
E01378,PRJ-010,0.0,1.0,0.0,0.3,0
E01378,PRJ-001,0.0,1.0,0.0,0.3,1
E01378,PRJ-009,0.0,1.0,0.0,0.3,0
E01378,PRJ-005,0.0,1.0,0.0,0.3,1
E04224,PRJ-004,0.0,1.0,1.0,0.5,1
E04224,PRJ-008,0.0,1.0,1.0,0.5,0
E04224,PRJ-006,0.0,1.0,1.0,0.5,0
E04224,PRJ-010,0.3333,1.0,1.0,0.6667,1
