eeid,skill,years_experience
E03901,System Design,6
E03901,Financial Modeling,8
E03461,Recruiting,5
E03461,HR Management,3
E03461,Flask,8
E03490,Employee Relations,3
E03490,Recruiting,2
E03490,Payroll,6
E03490,Financial Modeling,2
E04466,Project Management,4
E04466,Backend Development,10
E04466,CRM,1
E04466,AWS,9
E04466,Azure,10
E04466,Cybersecurity,3
E03226,Budgeting,7
E03226,Frontend Development,3
E03226,Cloud Architecture,2
E03226,Financial Modeling,1
E03226,Computer Vision,1
E04607,SEO,5
E04607,Backend Development,2
E04607,Data Analysis,2
E04607,Marketing,1
E04607,System Design,6
E02678,DevOps,4
E02678,Deep Learning,3
E02678,Frontend Development,7
E02678,RAG,7
E02678,Machine Learning,5
E02678,TensorFlow,3
E02678,React,2
E02190,FastAPI,7
E02190,Flask,8
E02190,Frontend Development,5
E02190,C++,7
E02190,TensorFlow,2
E02190,Kubernetes,7
E00747,Go,9
E00747,Network Administration,2
E00747,AWS,5
E00747,Azure,8
E00747,Cloud Architecture,7
E00747,Stakeholder Management,2
E00268,Deep Learning,1
E00268,Frontend Development,5
E00268,C++,4
E01416,Project Management,6
E01416,Data Analysis,4
E01416,Agile,2
E01416,Recruiting,2
E01416,RAG,4
E01416,Machine Learning,1
E01416,Stakeholder Management,1
E01524,HR Management,10
E01524,DevOps,5
E01524,Network Administration,2
E01524,AWS,7
E01524,Azure,9
E03849,Java,7
E03849,Python,10
E03849,Account Management,8
E03849,Docker,5
E03849,REST API Design,10
E02801,Sales,4
E02801,Account Management,1
E02801,CRM,4
E04155,SEO,7
E04155,Content Strategy,1
E04155,Data Analysis,2
E04155,Marketing,3
E04155,REST API Design,3
E01952,DevOps,8
E01952,Flask,10
E01952,REST API Design,10
E01952,Network Administration,9
E01952,AWS,5
E01952,Azure,1
E01952,Linux,8
E01952,Cybersecurity,7
E00116,Backend Development,2
E00116,Sales,8
E00116,Account Management,10
E00116,Flask,6
E00116,TypeScript,8
E00116,CRM,7
E00116,Negotiation,1
E04811,Spark,8
E04811,Backend Development,3
E04811,Scrum,5
E04811,Linux,7
E04811,Cloud Architecture,7
E04811,SQL,6
E04811,JavaScript,8
E00624,Docker,3
E00624,Excel,10
E00624,Agile,8
E03404,Backend Development,3
E03404,Python,2
E03404,Data Analysis,2
E03404,Machine Learning,5
E03404,Kubernetes,1
E03404,SQL,1
E01845,Budgeting,9
E01845,Accounting,5
E01845,Content Strategy,3
E01845,Deep Learning,9
E01845,Financial Modeling,10
E04784,Budgeting,2
E04784,Payroll,9
E04784,DevOps,1
E04784,AWS,9
E04784,Cloud Architecture,2
E00145,Sales,6
E00145,Account Management,6
E00145,Network Administration,3
E00145,CRM,2
E00145,AWS,4
E00145,Negotiation,8
E00145,Computer Vision,7
E00218,SQL,6
E00218,Sales,7
E00218,Negotiation,6
E00218,CRM,4
E02185,HR Management,1
E02185,Payroll,8
E02185,Spark,3
E02185,Sales,1
E02185,Recruiting,9
E02185,Employee Relations,2
E01070,DevOps,3
E01070,Network Administration,10
E01070,Azure,1
E01070,Linux,9
E01070,Cloud Architecture,5
E01070,Negotiation,7
E03807,SEO,9
E03807,Content Strategy,10
E03807,Data Analysis,10
E03807,Kubernetes,8
E03807,Stakeholder Management,6
E00784,DevOps,9
E00784,NLP,9
E00784,AWS,5
E00784,Cybersecurity,9
E04925,Budgeting,5
E04925,TensorFlow,9
E04925,TypeScript,6
E04925,AWS,2
E04925,Azure,1
E04925,Linux,2
E04925,Cloud Architecture,8
E04448,Budgeting,10
E04448,Accounting,3
E04448,Account Management,7
E04448,Recruiting,9
E04448,Employee Relations,4
E04448,Excel,2
E04817,Project Management,4
E04817,Data Analysis,8
E04817,Agile,2
E04817,REST API Design,6
E04817,Stakeholder Management,9
E04817,Excel,7
E00325,SEO,2
E00325,Content Strategy,6
E00325,Account Management,5
E00325,Data Analysis,7
E00325,Marketing,5
E00325,Flask,1
E00403,HR Management,2
E00403,Budgeting,6
E00403,Payroll,10
E00403,TypeScript,5
E00403,RAG,1
E00436,DevOps,10
E00436,AWS,7
E00436,Linux,1
E00436,Cloud Architecture,5
E00436,Cybersecurity,5
E04358,HR Management,10
E04358,Payroll,8
E04358,Tableau,6
E04358,Recruiting,7
E04358,MongoDB,8
E04358,Employee Relations,10
E04662,HR Management,7
E04662,Payroll,4
E04662,Project Management,7
E04662,TypeScript,6
E04662,Recruiting,9
E04662,Employee Relations,1
E04662,Stakeholder Management,8
E01496,Azure,10
E01496,DevOps,9
E01496,AWS,10
E01870,C#,1
E01870,Finance,5
E01870,GCP,4
E01870,Cloud Architecture,4
E01870,Financial Modeling,10
E01870,Excel,8
E03971,Content Strategy,1
E03971,Data Analysis,3
E03971,Marketing,4
E03971,Cloud Architecture,2
E03971,Cybersecurity,4
E03616,ETL,2
E03616,DevOps,2
E03616,AWS,3
E03616,Azure,1
E03616,Linux,2
E03616,Cybersecurity,3
E00153,Data Engineering,2
E00153,DevOps,4
E00153,JavaScript,3
E02313,RAG,5
E02313,AWS,1
E02313,Azure,6
E02313,System Design,8
E02313,Cloud Architecture,9
E02960,Node.js,8
E02960,Project Management,2
E02960,Data Analysis,4
E02960,Agile,3
E02960,Power BI,6
E02960,Stakeholder Management,3
E00096,Python,1
E00096,Account Management,1
E00096,Docker,8
E00096,CI/CD,5
E00096,Machine Learning,10
E00096,Linux,5
E00096,JavaScript,7
E02140,HR Management,1
E02140,Recruiting,2
E02140,JavaScript,5
E00826,ETL,8
E00826,Project Management,10
E00826,Data Analysis,6
E00826,Agile,1
E00826,Kubernetes,3
E00826,Data Engineering,1
E00826,Excel,10
E03881,DevOps,3
E03881,Marketing,7
E03881,RAG,4
E03881,AWS,7
E03881,Azure,5
E03881,Linux,3
E03881,Cybersecurity,4
E02604,Budgeting,4
E02604,ETL,2
E02604,Accounting,5
E02604,Account Management,4
E02604,Finance,4
E02604,System Design,8
E02604,Financial Modeling,6
E02604,Excel,1
E02613,Financial Modeling,5
E02613,Negotiation,8
E02613,RAG,3
E02613,CRM,4
E00864,Budgeting,9
E00864,DevOps,5
E00864,Data Analysis,4
E00864,Excel,1
E00864,Cybersecurity,9
E01760,Sales,5
E01760,Account Management,4
E01760,Marketing,4
E01760,RAG,3
E01760,CRM,5
E01760,Negotiation,1
E03223,Backend Development,1
E03223,Network Administration,4
E03223,AWS,7
E03223,Linux,2
E03223,Cloud Architecture,4
E03223,Cybersecurity,4
E01262,Finance,6
E01262,Recruiting,5
E01262,Financial Modeling,4
E01262,Machine Learning,2
E01075,FastAPI,2
E01075,Finance,1
E01075,Power BI,1
E01075,RAG,7
E01075,Financial Modeling,6
E01075,Excel,2
E00364,HR Management,4
E00364,Payroll,4
E00364,PostgreSQL,1
E00364,Recruiting,5
E00364,TensorFlow,4
E00364,Employee Relations,2
E00364,Cybersecurity,5
E04108,Sales,10
E04108,Account Management,4
E04108,CRM,2
E04108,C++,2
E04108,Data Engineering,1
E02917,Java,10
E02917,FastAPI,8
E02917,AWS,3
E02917,Azure,4
E02917,Cybersecurity,3
E03720,Budgeting,9
E03720,Backend Development,3
E03720,Accounting,3
E03720,Power BI,8
E03720,Financial Modeling,5
E03720,Excel,10
E03393,Finance,4
E03393,Accounting,4
E03393,ETL,2
E03393,Docker,6
E02977,ETL,2
E02977,SEO,8
E02977,Content Strategy,1
E02977,Data Analysis,8
E02977,Marketing,4
E02977,Azure,1
E03371,Finance,1
E03371,Network Administration,6
E03371,AWS,1
E03371,Azure,2
E03371,Cloud Architecture,6
E03371,Cybersecurity,1
E02531,SEO,2
E02531,Content Strategy,2
E02531,Data Analysis,3
E02531,Machine Learning,2
E02473,Kubernetes,3
E02473,Budgeting,1
E02473,Python,1
E02473,Docker,2
E02468,SEO,3
E02468,Content Strategy,4
E02468,Data Analysis,4
E02468,Marketing,9
E02468,AWS,7
E01499,Budgeting,3
E01499,Tableau,2
E01499,DevOps,3
E01499,AWS,2
E01499,Kubernetes,1
E03697,Payroll,5
E03697,Backend Development,3
E03697,Sales,4
E03697,Account Management,5
E03697,Negotiation,4
E03697,CRM,2
E03697,React,3
E00593,Java,4
E00593,DevOps,7
E00593,Network Administration,4
E00593,AWS,5
E00593,Azure,7
E00593,Linux,7
E01103,ETL,1
E01103,DevOps,8
E01103,Power BI,9
E01103,Cloud Architecture,10
E01103,Cybersecurity,6
E03889,HR Management,2
E03889,Recruiting,6
E03889,Employee Relations,2
E03889,Linux,5
E01958,Linux,2
E01958,DevOps,3
E01958,Tableau,2
E01958,Deep Learning,6
E01870,Payroll,5
E01870,DevOps,5
E01870,Python,6
E01870,AWS,7
E01870,Azure,7
E01167,Java,4
E01167,Backend Development,8
E01167,Content Strategy,8
E01167,DevOps,6
E01167,Kubernetes,2
E01167,SQL,6
E00099,Spark,1
E00099,Backend Development,8
E00099,DevOps,6
E00099,AWS,6
E00099,Azure,4
E00099,Linux,7
E00099,LangChain,7
E00099,Cybersecurity,7
E00044,DevOps,7
E00044,QA/Testing,2
E00044,AWS,9
E00044,Azure,7
E00044,Linux,4
E00044,Cloud Architecture,8
E00711,Budgeting,10
E00711,Accounting,8
E00711,Finance,1
E00711,Employee Relations,3
E00711,Financial Modeling,4
E00711,Excel,2
E04795,HR Management,7
E04795,Payroll,7
E04795,Python,3
E04795,Data Analysis,2
E04795,Recruiting,3
E04795,Azure,7
E04795,Employee Relations,8
E03912,SEO,8
E03912,Account Management,3
E03912,Finance,10
E03912,Data Analysis,10
E02103,Finance,7
E02103,HR Management,4
E02103,Employee Relations,9
E02103,PyTorch,6
E04213,Project Management,5
E04213,Data Analysis,4
E04213,Agile,4
E04213,CI/CD,4
E04213,GCP,2
E04213,Stakeholder Management,5
E04756,Go,2
E04756,Sales,4
E04756,DevOps,8
E04756,Network Administration,7
E04756,MongoDB,9
E04756,Cybersecurity,2
E04114,PyTorch,8
E04114,Network Administration,7
E04114,AWS,6
E04114,Linux,7
E04114,Cloud Architecture,4
E01423,SEO,3
E01423,PostgreSQL,8
E01423,DevOps,5
E01423,REST API Design,3
E01423,AWS,3
E01423,Linux,1
E01423,Cloud Architecture,10
E01423,Cybersecurity,2
E03181,REST API Design,6
E03181,Deep Learning,3
E03181,Python,4
E03181,React,1
E03305,TensorFlow,1
E03305,Project Management,1
E03305,Data Analysis,7
E03305,Agile,4
E00703,CI/CD,4
E00703,Python,2
E00703,Spark,4
E04403,Accounting,6
E04403,Project Management,6
E04403,Data Analysis,9
E04403,Agile,4
E00103,Python,7
E00103,Project Management,6
E00103,Data Analysis,1
E00103,Excel,7
E04487,Node.js,3
E04487,Project Management,5
E04487,Data Analysis,4
E04487,Agile,1
E04487,Stakeholder Management,6
E01194,Budgeting,1
E01194,Accounting,5
E01194,Finance,5
E01194,Data Engineering,4
E01194,Financial Modeling,4
E01194,Excel,5
E02179,TensorFlow,7
E02179,HR Management,4
E02179,Python,10
E02179,JavaScript,2
E04242,Backend Development,10
E04242,PostgreSQL,8
E04242,Deep Learning,6
E04242,QA/Testing,3
E04242,AWS,5
E04242,TensorFlow,6
E04242,Kubernetes,1
E04242,JavaScript,9
E01371,Employee Relations,4
E01371,Content Strategy,10
E01371,Marketing,7
E03065,Node.js,2
E03065,Deep Learning,3
E03065,Frontend Development,10
E03065,Machine Learning,9
E03065,Azure,4
E03065,Kubernetes,4
E01377,Backend Development,4
E01377,Docker,5
E01377,Scrum,5
E01377,Kubernetes,10
E01377,SQL,8
E03097,Node.js,9
E03097,HR Management,10
E03097,FastAPI,7
E03097,Recruiting,3
E03097,Employee Relations,8
E01668,Budgeting,7
E01668,Accounting,8
E01668,Account Management,5
E01668,GCP,8
E01668,Linux,5
E03354,C#,7
E03354,Content Strategy,7
E03354,DevOps,7
E03354,TypeScript,6
E03354,AWS,7
E03354,Linux,8
E02088,Budgeting,8
E02088,ETL,6
E02088,Java,1
E02088,Accounting,7
E02088,Account Management,7
E02088,Finance,4
E02088,Financial Modeling,4
E02088,Excel,8
E03980,Django,3
E03980,Sales,5
E03980,Account Management,4
E03980,Marketing,10
E03980,QA/Testing,10
E03980,CRM,3
E03980,Negotiation,1
E00972,HR Management,4
E00972,Payroll,3
E00972,Recruiting,3
E00972,Azure,5
E00972,Employee Relations,5
E00972,Financial Modeling,4
E00824,SEO,1
E00824,Content Strategy,2
E00824,Data Analysis,4
E00824,Marketing,1
E00824,TypeScript,1
E00824,MongoDB,1
E00824,Negotiation,6
E04359,C#,2
E04359,DevOps,8
E04359,Docker,10
E04359,Network Administration,4
E04359,Azure,3
E03113,Data Analysis,3
E03113,Agile,2
E03113,Frontend Development,5
E03113,Stakeholder Management,2
E03113,Excel,7
E03113,Computer Vision,2
E01488,Sales,1
E01488,Account Management,5
E01488,Recruiting,1
E01488,QA/Testing,1
E01488,Negotiation,2
E01787,Node.js,6
E01787,Spark,6
E01787,Frontend Development,4
E01787,System Design,6
E01787,Data Engineering,7
E01787,JavaScript,7
E03550,SEO,3
E03550,Accounting,1
E03550,Account Management,10
E03550,Marketing,2
E03550,JavaScript,9
E01052,Budgeting,1
E01052,Sales,6
E01052,Account Management,1
E01052,Data Analysis,6
E01052,QA/Testing,8
E01052,CRM,4
E01052,Negotiation,10
E04799,HR Management,9
E04799,Payroll,1
E04799,Backend Development,3
E04799,Tableau,8
E04799,Finance,2
E04799,Recruiting,5
E04799,Employee Relations,9
E03402,SEO,3
E03402,Docker,6
E03402,Deep Learning,7
E03402,Machine Learning,5
E03402,TensorFlow,4
E04128,Sales,1
E04128,Account Management,3
E04128,CRM,4
E04128,System Design,4
E04128,Employee Relations,5
E04128,Negotiation,4
E04128,Excel,2
E00013,Accounting,2
E00013,Docker,10
E00013,Finance,6
E00013,Power BI,3
E00013,System Design,6
E00013,Financial Modeling,7
E00013,Excel,10
E03114,Node.js,3
E03114,DevOps,9
E03114,Account Management,10
E03114,Finance,10
E03114,CI/CD,4
E04004,Node.js,3
E04004,C#,5
E04004,SEO,3
E04004,CI/CD,1
E04004,AWS,6
E04004,TensorFlow,5
E04004,JavaScript,2
E04472,SEO,6
E04472,Accounting,2
E04472,Data Analysis,6
E04472,Marketing,2
E00161,SEO,7
E00161,Tableau,6
E00161,Data Analysis,7
E00161,Marketing,8
E04417,HR Management,10
E04417,Payroll,1
E04417,Data Analysis,5
E04417,Recruiting,8
E04417,Employee Relations,3
E04536,Content Strategy,10
E04536,Python,2
E04536,Data Analysis,3
E04536,Stakeholder Management,7
E04536,React,7
E04536,Excel,3
E02534,SEO,7
E02534,Content Strategy,3
E02534,Marketing,7
E02534,Scrum,4
E02534,Power BI,1
E02534,Data Engineering,2
E02857,Accounting,6
E02857,Agile,4
E02857,Finance,3
E02857,SQL,1
E02857,Financial Modeling,1
E02857,React,1
E03059,SEO,5
E03059,Content Strategy,2
E03059,Data Analysis,4
E03059,Marketing,4
E03059,Finance,6
E03059,Recruiting,6
E03059,Computer Vision,4
E02477,Payroll,5
E02477,DevOps,4
E02477,Python,1
E02477,Finance,5
E02477,Frontend Development,5
E02477,Tableau,5
E00022,FastAPI,2
E00022,Sales,1
E00022,Accounting,3
E00022,Account Management,10
E00022,Data Analysis,4
E00022,CRM,3
E00022,Negotiation,2
E03370,SEO,9
E03370,Content Strategy,5
E03370,Data Analysis,9
E03370,Marketing,8
E03370,Deep Learning,3
E03370,QA/Testing,10
E00555,Data Analysis,3
E00555,Docker,5
E00555,Marketing,4
E03160,Node.js,8
E03160,Django,2
E03160,Backend Development,5
E03160,Deep Learning,7
E03160,Kubernetes,3
E03160,React,9
E03919,Backend Development,6
E03919,FastAPI,7
E03919,Docker,7
E03919,Finance,1
E03919,AWS,10
E01724,Azure,6
E01724,Spark,1
E01724,PyTorch,3
E01724,AWS,3
E04087,Azure,5
E04087,Linux,10
E04087,Cloud Architecture,8
E04087,Go,2
E02856,Node.js,9
E02856,HR Management,9
E02856,DevOps,10
E02856,Docker,7
E02856,Finance,8
E03805,Sales,6
E03805,Account Management,4
E03805,CRM,10
E03805,Cloud Architecture,7
E03805,Negotiation,8
E00319,Backend Development,4
E00319,Accounting,5
E00319,DevOps,2
E00319,QA/Testing,5
E00319,AWS,7
E00319,Azure,6
E00319,Cloud Architecture,2
E00319,Cybersecurity,2
E01090,C#,1
E01090,Finance,7
E01090,Deep Learning,9
E01090,Machine Learning,3
E01090,Cloud Architecture,8
E01090,JavaScript,8
E04323,DevOps,3
E04323,Marketing,2
E04323,Flask,5
E04323,Power BI,5
E04323,Azure,1
E04323,Linux,5
E02687,Budgeting,2
E02687,Spark,6
E02687,Accounting,4
E02687,Finance,9
E02687,Financial Modeling,2
E01407,HR Management,4
E01407,Payroll,1
E01407,Project Management,3
E01407,Recruiting,1
E01407,Frontend Development,5
E01407,Employee Relations,4
E02748,Finance,4
E02748,Budgeting,2
E02748,Financial Modeling,1
E02748,Node.js,5
E01995,Azure,7
E01995,CI/CD,6
E01995,Network Administration,5
E01995,REST API Design,6
E01714,Employee Relations,4
E01714,Python,2
E01714,Payroll,4
E01714,ETL,5
E04491,DevOps,5
E04491,Network Administration,2
E04491,C++,7
E04491,Azure,8
E04491,Linux,9
E04491,Cybersecurity,8
E01076,HR Management,3
E01076,LangChain,6
E01076,Employee Relations,9
E04131,FastAPI,8
E04131,Content Strategy,5
E04131,Python,5
E04131,Data Analysis,8
E04131,Agile,2
E02843,Employee Relations,7
E02843,Stakeholder Management,4
E02843,Payroll,8
E03758,SEO,4
E03758,Content Strategy,1
E03758,Data Analysis,3
E03758,Marketing,2
E03758,LangChain,2
E02063,HR Management,4
E02063,Payroll,1
E02063,Java,3
E02063,Recruiting,1
E02063,TensorFlow,3
E02063,Employee Relations,3
E00638,SEO,6
E00638,TensorFlow,4
E00638,Marketing,5
E03571,Recruiting,1
E03571,Data Engineering,1
E03571,Payroll,1
E03571,MongoDB,5
E01820,Node.js,4
E01820,Backend Development,1
E01820,FastAPI,1
E01820,Agile,2
E01820,Kubernetes,6
E01820,SQL,6
E01712,SEO,9
E01712,Content Strategy,10
E01712,Data Analysis,6
E01712,Marketing,5
E01712,QA/Testing,8
E00184,Backend Development,9
E00184,Data Analysis,6
E00184,Agile,6
E00184,Network Administration,8
E00184,Linux,2
E00184,Excel,7
E02706,Budgeting,1
E02706,Accounting,10
E02706,PostgreSQL,1
E02706,System Design,4
E02706,LangChain,7
E02899,Budgeting,4
E02899,Accounting,10
E02899,Finance,1
E02899,Tableau,9
E02899,Financial Modeling,8
E02899,Excel,9
E02478,Sales,4
E02478,C#,5
E02478,CRM,1
E04170,Linux,1
E04170,Network Administration,1
E04170,Go,6
E04170,Cybersecurity,3
E00929,Scrum,1
E00929,AWS,3
E00929,TensorFlow,2
E00929,Cloud Architecture,6
E00929,Cybersecurity,3
E00530,Financial Modeling,10
E00530,Negotiation,9
E00530,Account Management,4
E00530,Agile,8
E03824,DevOps,8
E03824,Network Administration,2
E03824,Frontend Development,8
E03824,AWS,3
E03824,Azure,8
E03824,Cloud Architecture,3
E02492,Budgeting,7
E02492,SEO,10
E02492,Content Strategy,4
E02492,Data Analysis,2
E02492,Marketing,3
E01733,Sales,2
E01733,Account Management,1
E01733,CRM,1
E01733,Machine Learning,3
E01733,React,4
E01733,Negotiation,2
E01733,Computer Vision,5
E02857,Negotiation,3
E02857,Account Management,8
E02857,Docker,10
E04938,SEO,9
E04938,Content Strategy,5
E04938,Data Analysis,2
E04938,Marketing,9
E04938,Computer Vision,7
E04952,PostgreSQL,7
E04952,Sales,2
E04952,DevOps,8
E04952,Account Management,3
E04952,Frontend Development,2
E04952,CRM,4
E02420,SEO,2
E02420,Content Strategy,1
E02420,Spark,3
E02420,Marketing,3
E01639,Budgeting,1
E01639,Spark,1
E01639,Accounting,2
E01639,Linux,2
E01639,Finance,3
E01639,System Design,2
E01639,Excel,4
E03947,Finance,7
E03947,HR Management,6
E03947,Budgeting,6
E03947,Excel,8
E04535,DevOps,7
E04535,Agile,9
E04535,Network Administration,10
E04535,AWS,4
E04535,Azure,2
E04535,Cloud Architecture,4
E00380,Budgeting,3
E00380,Financial Modeling,5
E00380,Project Management,8
E00380,Data Analysis,3
E01432,Django,1
E01432,QA/Testing,2
E01432,Azure,10
E01432,Linux,2
E01432,Cloud Architecture,8
E01432,JavaScript,10
E02628,Budgeting,3
E02628,Content Strategy,8
E02628,Finance,3
E02628,AWS,9
E02628,Excel,5
E03578,HR Management,3
E03578,Sales,3
E03578,Deep Learning,1
E03578,CRM,7
E03578,Excel,7
E03563,DevOps,2
E03563,Deep Learning,4
E03563,React,5
E03563,HR Management,1
E02781,Sales,7
E02781,Stakeholder Management,3
E02781,JavaScript,1
E02781,Agile,6
E04739,SEO,2
E04739,Data Analysis,2
E04739,Go,4
E02665,Accounting,3
E02665,Budgeting,1
E02665,CI/CD,5
E02665,Excel,5
E04132,SEO,5
E04132,Cloud Architecture,1
E04132,Marketing,6
E00276,Budgeting,3
E00276,FastAPI,1
E00276,Docker,7
E00276,Power BI,8
E00276,RAG,1
E00276,AWS,5
E00276,TensorFlow,3
E00276,Kubernetes,3
E04277,Sales,5
E04277,Account Management,6
E04277,CRM,10
E04277,Data Engineering,7
E04277,Negotiation,1
E03890,Accounting,2
E03890,Recruiting,8
E03890,Network Administration,2
E03890,QA/Testing,8
E03890,Cybersecurity,6
E02012,PostgreSQL,8
E02012,Recruiting,5
E02012,REST API Design,8
E02012,Network Administration,3
E02012,Azure,2
E02012,Linux,10
E02012,Cybersecurity,8
E02881,Project Management,7
E02881,NLP,9
E02881,SEO,8
E02881,Data Analysis,5
E02881,Agile,1
E02881,Stakeholder Management,10
E02881,Excel,1
E03750,Project Management,6
E03750,NLP,8
E03750,Data Analysis,8
E03750,Agile,8
E03750,Marketing,2
E03750,Stakeholder Management,2
E03750,Excel,3
E00605,Budgeting,4
E00605,Project Management,8
E00605,Accounting,2
E00605,Finance,5
E00605,REST API Design,8
E00605,Financial Modeling,1
E00605,Excel,9
E04641,Node.js,6
E04641,Cloud Architecture,7
E04641,DevOps,8
E04641,Machine Learning,4
E01019,GCP,2
E01019,Account Management,3
E01019,CRM,2
E01019,Agile,5
E01519,DevOps,5
E01519,QA/Testing,3
E01519,Azure,4
E01519,Linux,6
E01519,React,7
E03694,Budgeting,6
E03694,SEO,1
E03694,Accounting,3
E03694,Marketing,8
E03694,Finance,3
E03694,Employee Relations,8
E03694,Financial Modeling,6
E03694,Excel,2
E01123,Project Management,2
E01123,Payroll,4
E01123,Data Analysis,5
E01123,Agile,2
E01123,Stakeholder Management,5
E01123,Excel,4
E01366,DevOps,3
E01366,Data Analysis,5
E01366,Cybersecurity,7
E04005,Budgeting,2
E04005,Accounting,4
E04005,Content Strategy,4
E04005,Finance,3
E04005,RAG,2
E04005,Data Engineering,5
E04005,Financial Modeling,5
E04005,Excel,2
E02770,HR Management,7
E02770,Project Management,2
E02770,Frontend Development,8
E02770,Machine Learning,10
E02770,Employee Relations,9
E04018,SEO,8
E04018,Content Strategy,9
E04018,DevOps,7
E04018,Data Analysis,2
E04018,Marketing,4
E01591,Budgeting,5
E01591,PostgreSQL,5
E01591,Network Administration,7
E01591,SQL,4
E01591,Cybersecurity,1
E04940,Go,7
E04940,Sales,4
E04940,Negotiation,7
E04940,CRM,1
E03465,Budgeting,2
E03465,Payroll,10
E03465,Java,7
E03465,Accounting,5
E03465,Finance,9
E03465,LangChain,3
E03465,Financial Modeling,6
E03465,Excel,4
E03870,Content Strategy,1
E03870,DevOps,5
E03870,Network Administration,4
E03870,AWS,1
E03870,System Design,6
E03870,Azure,6
E03870,Linux,2
E03870,Excel,4
E01927,TensorFlow,3
E01927,NLP,1
E01927,PostgreSQL,10
E01927,Azure,2
E01927,Cloud Architecture,2
E01927,Cybersecurity,8
E03064,REST API Design,3
E03064,Sales,2
E03064,Negotiation,4
E03064,Account Management,1
E01883,Cybersecurity,6
E01883,Data Analysis,4
E01883,Excel,7
E01883,Agile,2
E03984,TensorFlow,5
E03984,Scrum,5
E03984,Java,1
E03984,Node.js,2
E00446,Sales,2
E00446,Network Administration,1
E00446,RAG,3
E00446,CRM,2
E02825,SEO,5
E02825,Kubernetes,8
E02825,Machine Learning,8
E02825,System Design,7
E02825,React,9
E02825,Excel,7
E04174,Payroll,2
E04174,AWS,6
E04174,Linux,4
E04174,Cloud Architecture,4
E04174,Cybersecurity,4
E01899,Content Strategy,1
E01899,Data Analysis,9
E01899,Marketing,5
E01899,Network Administration,10
E01899,Azure,7
E02562,SEO,4
E02562,PyTorch,6
E02562,Data Analysis,6
E02562,Marketing,3
E01006,Budgeting,1
E01006,Go,4
E01006,Accounting,3
E01006,Financial Modeling,5
E01006,Excel,2
E02903,Spark,3
E02903,Flask,2
E02903,Recruiting,2
E02903,AWS,1
E02903,Azure,4
E02903,Linux,4
E02903,Cloud Architecture,1
E03642,Project Management,10
E03642,Data Analysis,1
E03642,Agile,8
E03642,Machine Learning,5
E03642,Stakeholder Management,3
E03642,Negotiation,7
E02884,Employee Relations,8
E02884,Payroll,2
E02884,PyTorch,7
E00701,Payroll,6
E00701,Recruiting,4
E00701,MongoDB,4
E00701,TensorFlow,7
E00701,JavaScript,6
E04720,Finance,1
E04720,Python,2
E04720,SQL,1
E01985,Sales,1
E01985,Account Management,2
E01985,Network Administration,1
E01985,Employee Relations,5
E01985,Negotiation,2
E03273,LangChain,6
E03273,Sales,3
E03273,Account Management,10
E03273,CRM,7
E02415,NLP,5
E02415,DevOps,5
E02415,Account Management,2
E02415,Flask,6
E02415,CRM,9
E02415,Negotiation,4
E02877,Node.js,4
E02877,Django,8
E02877,Python,2
E02877,Machine Learning,6
E02877,TensorFlow,4
E02877,Kubernetes,10
E02877,Financial Modeling,9
E00091,Accounting,8
E00091,QA/Testing,10
E00091,React,9
E00091,Excel,4
E02563,Content Strategy,1
E02563,Excel,2
E02563,Agile,1
E04221,Budgeting,7
E04221,Accounting,9
E04221,Finance,7
E04221,AWS,9
E04221,Kubernetes,6
E04221,Financial Modeling,1
E04221,Excel,8
E04887,Sales,5
E04887,Negotiation,8
E04887,Excel,7
E04887,GCP,2
E03170,Tableau,5
E03170,Sales,4
E03170,Account Management,2
E01636,Accounting,5
E01636,Content Strategy,8
E01636,Data Analysis,4
E01636,Marketing,3
E01636,Network Administration,4
E01636,Negotiation,6
E01387,PyTorch,6
E01387,Docker,8
E01387,Network Administration,3
E01387,AWS,1
E01387,Azure,8
E01387,Kubernetes,7
E01387,Cloud Architecture,6
E01387,Cybersecurity,1
E01363,Excel,8
E01363,Python,4
E01363,AWS,8
E01363,Cybersecurity,2
E02249,Budgeting,6
E02249,Accounting,3
E02249,Finance,4
E02249,MongoDB,4
E02249,Excel,6
E02987,Network Administration,8
E02987,Frontend Development,2
E02987,AWS,5
E02987,Azure,9
E02987,Linux,1
E02987,Cloud Architecture,3
E02987,Financial Modeling,7
E02987,Cybersecurity,4
E03655,SEO,4
E03655,Content Strategy,6
E03655,Data Analysis,1
E03655,Marketing,3
E03655,Cloud Architecture,6
E04048,Django,8
E04048,Payroll,10
E04048,Network Administration,6
E04048,RAG,5
E04048,AWS,2
E04048,Linux,1
E04048,Cybersecurity,8
E03626,DevOps,5
E03626,PyTorch,1
E03626,Data Analysis,8
E03626,Network Administration,1
E03626,AWS,4
E03626,Cybersecurity,5
E03694,Project Management,3
E03694,Agile,6
E03694,Linux,5
E03694,Stakeholder Management,9
E03694,Excel,9
E02920,HR Management,4
E02920,Payroll,3
E02920,Recruiting,2
E02920,Deep Learning,4
E02920,Employee Relations,4
E03220,Project Management,5
E03220,Data Analysis,5
E03220,Docker,2
E03220,Tableau,5
E03220,Excel,8
E01347,Spark,4
E01347,SEO,4
E01347,FastAPI,4
E01347,Content Strategy,4
E01347,Data Analysis,1
E01347,Marketing,5
E03968,SEO,5
E03968,CI/CD,5
E03968,Content Strategy,3
E03968,Payroll,2
